topicIdx,updated,usercode,created,shortOrLong,players,done,key,wordNum,duration,worst,best
49,,,2015-03-22T01:38:14,short,"[u'49-5-word-2-short', u'49-5-histogram-3-short', u'49-5-wordcloud-4-short', u'49-5-topic-in-a-box-0-short']",False,5402655736201216,5,,,
8,,,2015-03-22T01:35:21,long,"[u'8-20-word-4-long', u'8-20-histogram-0-long', u'8-20-wordcloud-1-long', u'8-20-topic-in-a-box-2-long']",False,5403119592669184,20,,,
45,2015-03-19T23:06:41,ILLIYY76,2015-03-15T02:07:44,long,"[u'45-20-word-3-long', u'45-20-histogram-3-long', u'45-20-wordcloud-3-long', u'45-20-topic-in-a-box-3-long']",True,5405853070917632,20,13.589,[u'45-20-word-3-long'],[u'45-20-topic-in-a-box-3-long']
44,2015-03-20T02:24:54,LKDVZIM8,2015-03-15T02:07:43,short,"[u'44-20-word-2-short', u'44-20-histogram-2-short', u'44-20-wordcloud-2-short', u'44-20-topic-in-a-box-2-short']",True,5406005810692096,20,98.622,[u'44-20-histogram-2-short'],[u'44-20-wordcloud-2-short']
37,,,2015-03-22T01:37:48,long,"[u'37-20-word-1-long', u'37-20-histogram-2-long', u'37-20-wordcloud-3-long', u'37-20-topic-in-a-box-4-long']",False,5407809696956416,20,,,
2,,,2015-03-22T01:35:11,short,"[u'2-20-word-1-short', u'2-20-histogram-2-short', u'2-20-wordcloud-3-short', u'2-20-topic-in-a-box-4-short']",False,5408317308403712,20,,,
14,2015-03-21T04:41:51,Y9KJ7GXO,2015-03-15T02:06:21,short,"[u'14-5-word-2-short', u'14-5-histogram-2-short', u'14-5-wordcloud-2-short', u'14-5-topic-in-a-box-2-short']",True,5408943568322560,5,17.023,[u'14-5-wordcloud-2-short'],[u'14-5-topic-in-a-box-2-short']
19,,,2015-03-22T01:36:42,long,"[u'19-5-word-1-long', u'19-5-histogram-2-long', u'19-5-wordcloud-3-long', u'19-5-topic-in-a-box-4-long']",False,5409106240208896,5,,,
22,,,2015-03-22T01:36:57,long,"[u'22-10-word-4-long', u'22-10-histogram-0-long', u'22-10-wordcloud-1-long', u'22-10-topic-in-a-box-2-long']",False,5410097035476992,10,,,
13,2015-03-20T20:44:07,ZB1T2GON,2015-03-15T02:06:20,long,"[u'13-10-word-3-long', u'13-10-histogram-3-long', u'13-10-wordcloud-3-long', u'13-10-topic-in-a-box-3-long']",True,5412444503539712,10,36.034,[u'13-10-topic-in-a-box-3-long'],[u'13-10-word-3-long']
48,,,2015-03-22T01:38:13,short,"[u'48-20-word-1-short', u'48-20-histogram-2-short', u'48-20-wordcloud-3-short', u'48-20-topic-in-a-box-4-short']",False,5412569862897664,20,,,
28,2015-03-21T13:44:36,NL1IZH3O,2015-03-15T02:06:55,short,"[u'28-10-word-0-short', u'28-10-histogram-0-short', u'28-10-wordcloud-0-short', u'28-10-topic-in-a-box-0-short']",True,5413549115441152,10,31.44,[u'algorithm'],[u'28-10-wordcloud-0-short']
40,,,2015-03-22T01:38:00,long,"[u'40-5-word-2-long', u'40-5-histogram-3-long', u'40-5-wordcloud-4-long', u'40-5-topic-in-a-box-0-long']",False,5414632520941568,5,,,
16,2015-03-19T23:29:05,ZRYLAAQA,2015-03-15T02:06:25,long,"[u'16-10-word-4-long', u'16-10-histogram-4-long', u'16-10-wordcloud-4-long', u'16-10-topic-in-a-box-4-long']",True,5415610699743232,10,73.109,[u'16-10-wordcloud-4-long'],[u'16-10-topic-in-a-box-4-long']
27,,,2015-03-22T01:37:04,short,"[u'27-10-word-4-short', u'27-10-histogram-0-short', u'27-10-wordcloud-1-short', u'27-10-topic-in-a-box-2-short']",False,5415670292414464,10,,,
27,2015-03-19T03:56:19,FNKF2OSO,2015-03-15T02:06:54,long,"[u'27-10-word-2-long', u'27-10-histogram-2-long', u'27-10-wordcloud-2-long', u'27-10-topic-in-a-box-2-long']",True,5416361513713664,10,84.152,[u'27-10-topic-in-a-box-2-long'],[u'27-10-histogram-2-long']
8,,,2015-03-22T01:35:20,short,"[u'8-10-word-1-short', u'8-10-histogram-2-short', u'8-10-wordcloud-3-short', u'8-10-topic-in-a-box-4-short']",False,5417621818179584,10,,,
5,,,2015-03-22T01:35:15,long,"[u'5-5-word-4-long', u'5-5-histogram-0-long', u'5-5-wordcloud-1-long', u'5-5-topic-in-a-box-2-long']",False,5419508650999808,5,,,
30,2015-03-19T07:57:17,6OICK9L9,2015-03-15T02:07:08,short,"[u'30-5-word-2-short', u'30-5-histogram-2-short', u'30-5-wordcloud-2-short', u'30-5-topic-in-a-box-2-short']",True,5419579249524736,5,49.17,[u'30-5-histogram-2-short'],[u'30-5-topic-in-a-box-2-short']
22,,,2015-03-22T01:36:56,short,"[u'22-5-word-3-short', u'22-5-histogram-4-short', u'22-5-wordcloud-0-short', u'22-5-topic-in-a-box-1-short']",False,5419660048596992,5,,,
20,,,2015-03-22T01:36:54,long,"[u'20-10-word-2-long', u'20-10-histogram-3-long', u'20-10-wordcloud-4-long', u'20-10-topic-in-a-box-0-long']",False,5421656939954176,10,,,
9,,,2015-03-22T01:35:22,short,"[u'9-20-word-1-short', u'9-20-histogram-2-short', u'9-20-wordcloud-3-short', u'9-20-topic-in-a-box-4-short']",False,5422207769509888,20,,,
2,,,2015-03-22T01:35:11,short,"[u'2-10-word-3-short', u'2-10-histogram-4-short', u'2-10-wordcloud-0-short', u'2-10-topic-in-a-box-1-short']",False,5422996969750528,10,,,
45,2015-03-19T23:32:36,Y7PGNZQA,2015-03-15T02:07:44,long,"[u'45-20-word-4-long', u'45-20-histogram-4-long', u'45-20-wordcloud-4-long', u'45-20-topic-in-a-box-4-long']",True,5424733210279936,20,15.031,[u'45-20-histogram-4-long'],[u'45-20-wordcloud-4-long']
22,,,2015-03-22T01:36:57,long,"[u'22-10-word-2-long', u'22-10-histogram-3-long', u'22-10-wordcloud-4-long', u'22-10-topic-in-a-box-0-long']",False,5424843000381440,10,,,
30,2015-03-20T01:02:49,KOCGEXES,2015-03-15T02:07:08,long,"[u'30-10-word-1-long', u'30-10-histogram-1-long', u'30-10-wordcloud-1-long', u'30-10-topic-in-a-box-1-long']",True,5425513015279616,10,13.562,[u'30-10-topic-in-a-box-1-long'],[u'30-10-wordcloud-1-long']
8,,,2015-03-22T01:35:20,short,"[u'8-20-word-0-short', u'8-20-histogram-1-short', u'8-20-wordcloud-2-short', u'8-20-topic-in-a-box-3-short']",False,5425638643073024,20,,,
43,2015-03-20T01:57:29,BTIFHMU6,2015-03-15T02:07:41,short,"[u'43-10-word-4-short', u'43-10-histogram-4-short', u'43-10-wordcloud-4-short', u'43-10-topic-in-a-box-4-short']",True,5426663529644032,10,26.346,[u'algorithm'],[u'43-10-word-4-short']
23,,,2015-03-22T01:36:58,short,"[u'23-20-word-3-short', u'23-20-histogram-4-short', u'23-20-wordcloud-0-short', u'23-20-topic-in-a-box-1-short']",False,5427705864519680,20,,,
43,2015-03-20T21:03:45,GJ4ZHHR9,2015-03-15T02:07:40,short,"[u'43-10-word-0-short', u'43-10-histogram-0-short', u'43-10-wordcloud-0-short', u'43-10-topic-in-a-box-0-short']",True,5428056978096128,10,120.55,[u'algorithm'],"[u'43-10-word-0-short', u'43-10-topic-in-a-box-0-short']"
38,,,2015-03-22T01:37:49,long,"[u'38-20-word-4-long', u'38-20-histogram-0-long', u'38-20-wordcloud-1-long', u'38-20-topic-in-a-box-2-long']",False,5429009923964928,20,,,
28,2015-03-20T20:58:37,40LRNTK1,2015-03-15T02:06:55,long,"[u'28-10-word-4-long', u'28-10-histogram-4-long', u'28-10-wordcloud-4-long', u'28-10-topic-in-a-box-4-long']",True,5429544647393280,10,149.404,[u'28-10-histogram-4-long'],[u'28-10-word-4-long']
14,2015-03-21T15:37:33,1XVWGHSY,2015-03-15T02:06:22,short,"[u'14-20-word-1-short', u'14-20-histogram-1-short', u'14-20-wordcloud-1-short', u'14-20-topic-in-a-box-1-short']",True,5430737037688832,20,17.621,[u'14-20-wordcloud-1-short'],[u'algorithm']
12,2015-03-22T00:59:50,XAXJ3HS9,2015-03-15T02:06:19,short,"[u'12-20-word-2-short', u'12-20-histogram-2-short', u'12-20-wordcloud-2-short', u'12-20-topic-in-a-box-2-short']",True,5432224706985984,20,46.464,[u'algorithm'],[u'12-20-topic-in-a-box-2-short']
44,,,2015-03-22T01:38:06,short,"[u'44-10-word-1-short', u'44-10-histogram-2-short', u'44-10-wordcloud-3-short', u'44-10-topic-in-a-box-4-short']",False,5432241349984256,10,,,
41,,,2015-03-22T01:38:02,short,"[u'41-5-word-4-short', u'41-5-histogram-0-short', u'41-5-wordcloud-1-short', u'41-5-topic-in-a-box-2-short']",False,5432394089758720,5,,,
33,,,2015-03-22T01:37:41,short,"[u'33-10-word-2-short', u'33-10-histogram-3-short', u'33-10-wordcloud-4-short', u'33-10-topic-in-a-box-0-short']",False,5432946261491712,10,,,
44,2015-03-20T22:39:26,O8WNK36I,2015-03-15T02:07:42,long,"[u'44-5-word-4-long', u'44-5-histogram-4-long', u'44-5-wordcloud-4-long', u'44-5-topic-in-a-box-4-long']",True,5434853226971136,5,44.49,[u'44-5-word-4-long'],[u'44-5-topic-in-a-box-4-long']
11,,,2015-03-22T01:36:31,long,"[u'11-5-word-0-long', u'11-5-histogram-1-long', u'11-5-wordcloud-2-long', u'11-5-topic-in-a-box-3-long']",False,5435331847389184,5,,,
28,2015-03-21T00:11:35,W1KFCQG2,2015-03-15T02:06:55,long,"[u'28-10-word-3-long', u'28-10-histogram-3-long', u'28-10-wordcloud-3-long', u'28-10-topic-in-a-box-3-long']",True,5435890998444032,10,20.227,[u'28-10-histogram-3-long'],[u'28-10-topic-in-a-box-3-long']
16,2015-03-21T13:44:36,NL1IZH3O,2015-03-15T02:06:24,short,"[u'16-5-word-1-short', u'16-5-histogram-1-short', u'16-5-wordcloud-1-short', u'16-5-topic-in-a-box-1-short']",True,5436293920063488,5,84.836,[u'16-5-histogram-1-short'],[u'16-5-topic-in-a-box-1-short']
14,2015-03-21T20:51:03,8TQ87K9E,2015-03-15T02:06:21,short,"[u'14-5-word-3-short', u'14-5-histogram-3-short', u'14-5-wordcloud-3-short', u'14-5-topic-in-a-box-3-short']",True,5436501957541888,5,48.787,[u'14-5-word-3-short'],[u'14-5-topic-in-a-box-3-short']
48,2015-03-21T18:57:19,QPJ54VJ4,2015-03-15T02:07:48,short,"[u'48-20-word-3-short', u'48-20-histogram-3-short', u'48-20-wordcloud-3-short', u'48-20-topic-in-a-box-3-short']",True,5436765829595136,20,154.956,[u'48-20-wordcloud-3-short'],[u'48-20-topic-in-a-box-3-short']
40,,,2015-03-22T01:38:01,short,"[u'40-10-word-3-short', u'40-10-histogram-4-short', u'40-10-wordcloud-0-short', u'40-10-topic-in-a-box-1-short']",False,5437171435569152,10,,,
3,,,2015-03-22T01:35:12,long,"[u'3-5-word-0-long', u'3-5-histogram-1-long', u'3-5-wordcloud-2-long', u'3-5-topic-in-a-box-3-long']",False,5437523086016512,5,,,
30,2015-03-20T01:51:18,4PKFPRNW,2015-03-15T02:07:08,long,"[u'30-5-word-3-long', u'30-5-histogram-3-long', u'30-5-wordcloud-3-long', u'30-5-topic-in-a-box-3-long']",True,5437806016987136,5,51.947,[u'30-5-wordcloud-3-long'],[u'30-5-word-3-long']
34,,,2015-03-22T01:37:42,long,"[u'34-5-word-1-long', u'34-5-histogram-2-long', u'34-5-wordcloud-3-long', u'34-5-topic-in-a-box-4-long']",False,5437840108290048,5,,,
46,2015-03-21T16:12:00,07HUK8KL,2015-03-15T02:07:45,short,"[u'46-20-word-1-short', u'46-20-histogram-1-short', u'46-20-wordcloud-1-short', u'46-20-topic-in-a-box-1-short']",True,5438303964758016,20,10.332,[u'algorithm'],[u'46-20-word-1-short']
30,2015-03-19T23:06:41,ILLIYY76,2015-03-15T02:07:08,short,"[u'30-5-word-0-short', u'30-5-histogram-0-short', u'30-5-wordcloud-0-short', u'30-5-topic-in-a-box-0-short']",True,5441037443006464,5,41.538,[u'algorithm'],[u'30-5-histogram-0-short']
28,2015-03-21T21:04:37,WFZ7TGB3,2015-03-15T02:06:56,short,"[u'28-20-word-3-short', u'28-20-histogram-3-short', u'28-20-wordcloud-3-short', u'28-20-topic-in-a-box-3-short']",True,5441190182780928,20,31.985,[u'28-20-histogram-3-short'],[u'28-20-word-3-short']
47,2015-03-19T06:31:00,2NTVF52M,2015-03-15T02:07:46,long,"[u'47-5-word-1-long', u'47-5-histogram-1-long', u'47-5-wordcloud-1-long', u'47-5-topic-in-a-box-1-long']",True,5441516868730880,5,62.825,[u'47-5-topic-in-a-box-1-long'],[u'47-5-wordcloud-1-long']
23,,,2015-03-22T01:36:58,short,"[u'23-20-word-1-short', u'23-20-histogram-2-short', u'23-20-wordcloud-3-short', u'23-20-topic-in-a-box-4-short']",False,5442994069045248,20,,,
45,,,2015-03-22T01:38:08,long,"[u'45-20-word-2-long', u'45-20-histogram-3-long', u'45-20-wordcloud-4-long', u'45-20-topic-in-a-box-0-long']",False,5443105201324032,20,,,
4,,,2015-03-22T01:35:14,short,"[u'4-20-word-2-short', u'4-20-histogram-3-short', u'4-20-wordcloud-4-short', u'4-20-topic-in-a-box-0-short']",False,5444290612297728,20,,,
8,,,2015-03-22T01:35:20,short,"[u'8-5-word-4-short', u'8-5-histogram-0-short', u'8-5-wordcloud-1-short', u'8-5-topic-in-a-box-2-short']",False,5445281407565824,5,,,
45,,,2015-03-22T01:38:07,long,"[u'45-5-word-0-long', u'45-5-histogram-1-long', u'45-5-wordcloud-2-long', u'45-5-topic-in-a-box-3-long']",False,5447136833437696,5,,,
33,,,2015-03-22T01:37:41,long,"[u'33-5-word-0-long', u'33-5-histogram-1-long', u'33-5-wordcloud-2-long', u'33-5-topic-in-a-box-3-long']",False,5447754234986496,5,,,
12,2015-03-19T13:41:47,NYYOE2TS,2015-03-15T02:06:19,long,"[u'12-10-word-0-long', u'12-10-histogram-0-long', u'12-10-wordcloud-0-long', u'12-10-topic-in-a-box-0-long']",True,5448733487529984,10,30.494,[u'12-10-topic-in-a-box-0-long'],[u'12-10-histogram-0-long']
25,,,2015-03-22T01:37:01,short,"[u'25-10-word-2-short', u'25-10-histogram-3-short', u'25-10-wordcloud-4-short', u'25-10-topic-in-a-box-0-short']",False,5449816893030400,10,,,
0,2015-03-19T22:54:09,H5BTY3XW,2015-03-15T02:05:41,long,"[u'0-20-word-0-long', u'0-20-histogram-0-long', u'0-20-wordcloud-0-long', u'0-20-topic-in-a-box-0-long']",True,5450795071832064,20,42.209,[u'0-20-word-0-long'],[u'0-20-wordcloud-0-long']
13,,,2015-03-22T01:36:35,long,"[u'13-20-word-3-long', u'13-20-histogram-4-long', u'13-20-wordcloud-0-long', u'13-20-topic-in-a-box-1-long']",False,5450854664503296,20,,,
11,2015-03-18T22:59:38,6R2FEKY2,2015-03-15T02:06:17,short,"[u'11-10-word-3-short', u'11-10-histogram-3-short', u'11-10-wordcloud-3-short', u'11-10-topic-in-a-box-3-short']",True,5451545885802496,10,12.832,[u'algorithm'],[u'11-10-histogram-3-short']
44,2015-03-20T04:01:29,D4PNXA23,2015-03-15T02:07:42,short,"[u'44-5-word-3-short', u'44-5-histogram-3-short', u'44-5-wordcloud-3-short', u'44-5-topic-in-a-box-3-short']",True,5452806190268416,5,271.956,[u'44-5-topic-in-a-box-3-short'],[u'44-5-wordcloud-3-short']
36,,,2015-03-22T01:37:46,long,"[u'36-5-word-4-long', u'36-5-histogram-0-long', u'36-5-wordcloud-1-long', u'36-5-topic-in-a-box-2-long']",False,5453483184488448,5,,,
16,2015-03-21T18:10:15,EWV9TKQE,2015-03-15T02:06:24,short,"[u'16-5-word-0-short', u'16-5-histogram-0-short', u'16-5-wordcloud-0-short', u'16-5-topic-in-a-box-0-short']",True,5454358015639552,5,27.817,[u'16-5-wordcloud-0-short'],[u'16-5-topic-in-a-box-0-short']
35,,,2015-03-22T01:37:45,long,"[u'35-20-word-0-long', u'35-20-histogram-1-long', u'35-20-wordcloud-2-long', u'35-20-topic-in-a-box-3-long']",False,5454693023088640,20,,,
12,,,2015-03-22T01:36:32,short,"[u'12-5-word-1-short', u'12-5-histogram-2-short', u'12-5-wordcloud-3-short', u'12-5-topic-in-a-box-4-short']",False,5454763621613568,5,,,
5,,,2015-03-22T01:35:14,short,"[u'5-5-word-1-short', u'5-5-histogram-2-short', u'5-5-wordcloud-3-short', u'5-5-topic-in-a-box-4-short']",False,5455432294334464,5,,,
14,2015-03-21T23:24:28,LRX2LCXZ,2015-03-15T02:06:22,short,"[u'14-20-word-3-short', u'14-20-histogram-3-short', u'14-20-wordcloud-3-short', u'14-20-topic-in-a-box-3-short']",True,5455896150802432,20,142.453,[u'algorithm'],[u'14-20-wordcloud-3-short']
45,,,2015-03-22T01:38:07,short,"[u'45-5-word-0-short', u'45-5-histogram-1-short', u'45-5-wordcloud-2-short', u'45-5-topic-in-a-box-3-short']",False,5457392141598720,5,,,
27,2015-03-19T04:31:03,CM8WZ7WK,2015-03-15T02:06:53,long,"[u'27-5-word-4-long', u'27-5-histogram-4-long', u'27-5-wordcloud-4-long', u'27-5-topic-in-a-box-4-long']",True,5457820564586496,5,27.797,[u'27-5-topic-in-a-box-4-long'],[u'27-5-histogram-4-long']
28,2015-03-21T23:05:10,V3A1MRB1,2015-03-15T02:06:56,short,"[u'28-20-word-2-short', u'28-20-histogram-2-short', u'28-20-wordcloud-2-short', u'28-20-topic-in-a-box-2-short']",True,5458068867383296,20,13.858,[u'algorithm'],[u'28-20-histogram-2-short']
34,,,2015-03-22T01:37:44,short,"[u'34-20-word-4-short', u'34-20-histogram-0-short', u'34-20-wordcloud-1-short', u'34-20-topic-in-a-box-2-short']",False,5458181341839360,20,,,
14,2015-03-19T22:40:58,JWLAH1G2,2015-03-15T02:06:21,long,"[u'14-5-word-3-long', u'14-5-histogram-3-long', u'14-5-wordcloud-3-long', u'14-5-topic-in-a-box-3-long']",True,5459109054775296,5,22.192,[u'14-5-topic-in-a-box-3-long'],[u'14-5-word-3-long']
27,,,2015-03-22T01:37:04,long,"[u'27-20-word-1-long', u'27-20-histogram-2-long', u'27-20-wordcloud-3-long', u'27-20-topic-in-a-box-4-long']",False,5459917582368768,20,,,
11,,,2015-03-22T01:36:31,long,"[u'11-10-word-0-long', u'11-10-histogram-1-long', u'11-10-wordcloud-2-long', u'11-10-topic-in-a-box-3-long']",False,5460697387368448,10,,,
39,,,2015-03-22T01:37:50,short,"[u'39-5-word-4-short', u'39-5-histogram-0-short', u'39-5-wordcloud-1-short', u'39-5-topic-in-a-box-2-short']",False,5460823015161856,5,,,
29,2015-03-19T23:00:54,PN00U8BH,2015-03-15T02:06:57,short,"[u'29-20-word-1-short', u'29-20-histogram-1-short', u'29-20-wordcloud-1-short', u'29-20-topic-in-a-box-1-short']",True,5461050111557632,20,75.169,[u'29-20-wordcloud-1-short'],[u'29-20-histogram-1-short']
23,,,2015-03-22T01:36:58,long,"[u'23-10-word-0-long', u'23-10-histogram-1-long', u'23-10-wordcloud-2-long', u'23-10-topic-in-a-box-3-long']",False,5461847901732864,10,,,
25,2015-03-19T13:41:47,NYYOE2TS,2015-03-15T02:06:51,short,"[u'25-10-word-2-short', u'25-10-histogram-2-short', u'25-10-wordcloud-2-short', u'25-10-topic-in-a-box-2-short']",True,5461882798342144,10,26.2,[u'algorithm'],[u'25-10-histogram-2-short']
29,2015-03-20T00:49:43,F5SVHKRT,2015-03-15T02:06:57,short,"[u'29-20-word-4-short', u'29-20-histogram-4-short', u'29-20-wordcloud-4-short', u'29-20-topic-in-a-box-4-short']",True,5462873593610240,20,31.95,[u'29-20-histogram-4-short'],[u'29-20-word-4-short']
10,,,2015-03-22T01:36:30,long,"[u'10-10-word-3-long', u'10-10-histogram-4-long', u'10-10-wordcloud-0-long', u'10-10-topic-in-a-box-1-long']",False,5464729019482112,10,,,
4,,,2015-03-22T01:35:14,short,"[u'4-20-word-0-short', u'4-20-histogram-1-short', u'4-20-wordcloud-2-short', u'4-20-topic-in-a-box-3-short']",False,5465346421030912,20,,,
46,2015-03-21T23:18:52,HA5GPPX3,2015-03-15T02:07:45,short,"[u'46-10-word-4-short', u'46-10-histogram-4-short', u'46-10-wordcloud-4-short', u'46-10-topic-in-a-box-4-short']",True,5465921409777664,10,8.741,[u'algorithm'],[u'46-10-word-4-short']
44,2015-03-21T14:45:13,BO974ZNW,2015-03-15T02:07:42,long,"[u'44-20-word-0-long', u'44-20-histogram-0-long', u'44-20-wordcloud-0-long', u'44-20-topic-in-a-box-0-long']",True,5467409079074816,20,83.214,[u'44-20-topic-in-a-box-0-long'],[u'44-20-wordcloud-0-long']
30,2015-03-21T00:24:46,03JGNHJA,2015-03-15T02:07:09,long,"[u'30-20-word-3-long', u'30-20-histogram-3-long', u'30-20-wordcloud-3-long', u'30-20-topic-in-a-box-3-long']",True,5468446850547712,20,26.129,[u'30-20-topic-in-a-box-3-long'],[u'30-20-wordcloud-3-long']
11,2015-03-19T07:16:30,KONGFSA0,2015-03-15T02:06:17,long,"[u'11-5-word-4-long', u'11-5-histogram-4-long', u'11-5-wordcloud-4-long', u'11-5-topic-in-a-box-4-long']",True,5470398376312832,5,219.806,[u'11-5-topic-in-a-box-4-long'],[u'11-5-wordcloud-4-long']
44,,,2015-03-22T01:38:07,long,"[u'44-10-word-2-long', u'44-10-histogram-3-long', u'44-10-wordcloud-4-long', u'44-10-topic-in-a-box-0-long']",False,5470516219478016,10,,,
5,,,2015-03-22T01:35:16,long,"[u'5-20-word-3-long', u'5-20-histogram-4-long', u'5-20-wordcloud-0-long', u'5-20-topic-in-a-box-1-long']",False,5471075370532864,20,,,
47,2015-03-19T22:57:11,XZLEGKNR,2015-03-15T02:07:47,short,"[u'47-20-word-4-short', u'47-20-histogram-4-short', u'47-20-wordcloud-4-short', u'47-20-topic-in-a-box-4-short']",True,5471478292152320,20,25.286,[u'47-20-word-4-short'],"[u'47-20-histogram-4-short', u'47-20-wordcloud-4-short']"
46,2015-03-21T23:06:35,QK6XMJQE,2015-03-15T02:07:44,short,"[u'46-5-word-1-short', u'46-5-histogram-1-short', u'46-5-wordcloud-1-short', u'46-5-topic-in-a-box-1-short']",True,5471686329630720,5,58.317,[u'46-5-wordcloud-1-short'],[u'46-5-topic-in-a-box-1-short']
11,2015-03-19T13:41:47,NYYOE2TS,2015-03-15T02:06:17,long,"[u'11-10-word-1-long', u'11-10-histogram-1-long', u'11-10-wordcloud-1-long', u'11-10-topic-in-a-box-1-long']",True,5472037443207168,10,247.494,[u'11-10-histogram-1-long'],[u'11-10-topic-in-a-box-1-long']
35,,,2015-03-22T01:37:44,long,"[u'35-10-word-1-long', u'35-10-histogram-2-long', u'35-10-wordcloud-3-long', u'35-10-topic-in-a-box-4-long']",False,5472707458105344,10,,,
10,,,2015-03-22T01:36:30,long,"[u'10-5-word-2-long', u'10-5-histogram-3-long', u'10-5-wordcloud-4-long', u'10-5-topic-in-a-box-0-long']",False,5472990389075968,5,,,
29,,,2015-03-22T01:37:06,long,"[u'29-10-word-2-long', u'29-10-histogram-3-long', u'29-10-wordcloud-4-long', u'29-10-topic-in-a-box-0-long']",False,5473488336846848,10,,,
12,,,2015-03-22T01:36:33,short,"[u'12-20-word-0-short', u'12-20-histogram-1-short', u'12-20-wordcloud-2-short', u'12-20-topic-in-a-box-3-short']",False,5476221815095296,20,,,
7,,,2015-03-22T01:35:18,short,"[u'7-5-word-3-short', u'7-5-histogram-4-short', u'7-5-wordcloud-0-short', u'7-5-topic-in-a-box-1-short']",False,5476374554869760,5,,,
3,,,2015-03-22T01:35:13,long,"[u'3-20-word-0-long', u'3-20-histogram-1-long', u'3-20-wordcloud-2-long', u'3-20-topic-in-a-box-3-long']",False,5476926726602752,20,,,
18,,,2015-03-22T01:36:41,long,"[u'18-5-word-0-long', u'18-5-histogram-1-long', u'18-5-wordcloud-2-long', u'18-5-topic-in-a-box-3-long']",False,5478686052581376,5,,,
12,2015-03-22T01:03:06,VLEMVKXW,2015-03-15T02:06:19,short,"[u'12-10-word-1-short', u'12-10-histogram-1-short', u'12-10-wordcloud-1-short', u'12-10-topic-in-a-box-1-short']",True,5478833692082176,10,7.074,[u'12-10-topic-in-a-box-1-short'],[u'12-10-word-1-short']
30,2015-03-21T09:58:19,WGWPKN7M,2015-03-15T02:07:08,long,"[u'30-5-word-1-long', u'30-5-histogram-1-long', u'30-5-wordcloud-1-long', u'30-5-topic-in-a-box-1-long']",True,5479312312500224,5,31.614,[u'30-5-word-1-long'],[u'30-5-histogram-1-long']
37,,,2015-03-22T01:37:47,short,"[u'37-5-word-3-short', u'37-5-histogram-4-short', u'37-5-wordcloud-0-short', u'37-5-topic-in-a-box-1-short']",False,5479474984386560,5,,,
40,,,2015-03-22T01:38:01,short,"[u'40-10-word-0-short', u'40-10-histogram-1-short', u'40-10-wordcloud-2-short', u'40-10-topic-in-a-box-3-short']",False,5480465779654656,10,,,
14,2015-03-19T22:54:09,H5BTY3XW,2015-03-15T02:06:21,long,"[u'14-5-word-1-long', u'14-5-histogram-1-long', u'14-5-wordcloud-1-long', u'14-5-topic-in-a-box-1-long']",True,5481907814924288,5,54.955,[u'14-5-wordcloud-1-long'],[u'14-5-topic-in-a-box-1-long']
29,2015-03-20T02:09:05,WNLM4BSZ,2015-03-15T02:06:57,short,"[u'29-10-word-3-short', u'29-10-histogram-3-short', u'29-10-wordcloud-3-short', u'29-10-topic-in-a-box-3-short']",True,5482813247717376,10,144.097,[u'29-10-wordcloud-3-short'],[u'29-10-histogram-3-short']
11,2015-03-19T14:55:48,IZF5NTMY,2015-03-15T02:06:18,long,"[u'11-20-word-0-long', u'11-20-histogram-0-long', u'11-20-wordcloud-0-long', u'11-20-topic-in-a-box-0-long']",True,5483838134288384,20,20.735,[u'11-20-histogram-0-long'],[u'11-20-topic-in-a-box-0-long']
44,2015-03-20T21:45:59,6W2A2D2H,2015-03-15T02:07:42,short,"[u'44-5-word-4-short', u'44-5-histogram-4-short', u'44-5-wordcloud-4-short', u'44-5-topic-in-a-box-4-short']",True,5483917859618816,5,100.412,[u'algorithm'],[u'44-5-histogram-4-short']
32,2015-03-21T19:35:41,TN2OK6QS,2015-03-15T02:07:11,short,"[u'32-10-word-4-short', u'32-10-histogram-4-short', u'32-10-wordcloud-4-short', u'32-10-topic-in-a-box-4-short']",True,5485979443920896,10,26.983,[u'algorithm'],[u'32-10-topic-in-a-box-4-short']
46,,,2015-03-22T01:38:09,long,"[u'46-5-word-4-long', u'46-5-histogram-0-long', u'46-5-wordcloud-1-long', u'46-5-topic-in-a-box-2-long']",False,5486039036592128,5,,,
43,2015-03-19T01:42:07,H0V5STXB,2015-03-15T02:07:41,long,"[u'43-10-word-1-long', u'43-10-histogram-1-long', u'43-10-wordcloud-1-long', u'43-10-topic-in-a-box-1-long']",True,5486730257891328,10,142.176,[u'43-10-wordcloud-1-long'],[u'43-10-word-1-long']
22,,,2015-03-22T01:36:57,long,"[u'22-20-word-4-long', u'22-20-histogram-0-long', u'22-20-wordcloud-1-long', u'22-20-topic-in-a-box-2-long']",False,5487990562357248,20,,,
47,,,2015-03-22T01:38:11,short,"[u'47-20-word-0-short', u'47-20-histogram-1-short', u'47-20-wordcloud-2-short', u'47-20-topic-in-a-box-3-short']",False,5489639829798912,20,,,
22,2015-03-19T22:29:04,MBEPW0GA,2015-03-15T02:06:46,short,"[u'22-5-word-2-short', u'22-5-histogram-2-short', u'22-5-wordcloud-2-short', u'22-5-topic-in-a-box-2-short']",True,5489947993702400,5,13.064,[u'22-5-wordcloud-2-short'],"[u'22-5-histogram-2-short', u'22-5-topic-in-a-box-2-short', u'algorithm']"
