conf,index,mode
3,38,topic-in-a-box
4,39,word
4,39,histogram
4,39,wordcloud
4,39,topic-in-a-box
2,40,word
4,40,histogram
5,40,wordcloud
4,40,topic-in-a-box
3,41,word
4,41,histogram
3,41,wordcloud
4,41,topic-in-a-box
3,42,word
4,42,histogram
5,42,wordcloud
3,42,topic-in-a-box
4,43,word
2,43,histogram
2,43,wordcloud
1,43,topic-in-a-box
4,44,word
4,44,histogram
3,44,wordcloud
5,44,topic-in-a-box
3,45,word
3,45,histogram
2,45,wordcloud
4,45,topic-in-a-box
3,46,word
4,46,histogram
5,46,wordcloud
2,46,topic-in-a-box
3,47,word
4,47,histogram
2,47,wordcloud
4,47,topic-in-a-box
2,48,word
5,48,histogram
3,48,wordcloud
4,48,topic-in-a-box
2,49,word
2,49,histogram
2,49,wordcloud
4,49,topic-in-a-box
3,50,word
4,50,histogram
4,50,wordcloud
3,50,topic-in-a-box
4,51,word
4,51,histogram
4,51,wordcloud
3,51,topic-in-a-box
5,52,word
2,52,histogram
4,52,wordcloud
3,52,topic-in-a-box
2,53,word
4,53,histogram
3,53,wordcloud
4,53,topic-in-a-box
4,54,word
3,54,histogram
4,54,wordcloud
4,54,topic-in-a-box
4,55,word
4,55,histogram
3,55,wordcloud
4,55,topic-in-a-box
3,56,word
3,56,histogram
4,56,wordcloud
3,56,topic-in-a-box
4,57,word
5,57,histogram
3,57,wordcloud
5,57,topic-in-a-box
3,58,word
2,58,histogram
4,58,wordcloud
5,58,topic-in-a-box
5,59,word
4,59,histogram
4,59,wordcloud
2,59,topic-in-a-box
4,60,word
4,60,histogram
3,60,wordcloud
4,60,topic-in-a-box
4,61,word
2,61,histogram
4,61,wordcloud
2,61,topic-in-a-box
4,62,word
3,62,histogram
2,62,wordcloud
4,62,topic-in-a-box
3,63,word
3,63,histogram
2,63,wordcloud
3,63,topic-in-a-box
3,64,word
5,64,histogram
3,64,wordcloud
5,64,topic-in-a-box
4,65,word
3,65,histogram
2,65,wordcloud
3,65,topic-in-a-box
4,66,word
3,66,histogram
4,66,wordcloud
2,66,topic-in-a-box
4,67,word
4,67,histogram
2,67,wordcloud
2,67,topic-in-a-box
4,68,word
4,68,histogram
4,68,wordcloud
4,68,topic-in-a-box
4,69,word
4,69,histogram
4,69,wordcloud
5,69,topic-in-a-box
4,70,word
4,70,histogram
5,70,wordcloud
4,70,topic-in-a-box
5,71,word
5,71,histogram
5,71,wordcloud
2,71,topic-in-a-box
4,72,word
5,72,histogram
3,72,wordcloud
3,72,topic-in-a-box
4,73,word
4,73,histogram
4,73,wordcloud
4,73,topic-in-a-box
4,74,word
4,74,histogram
5,74,wordcloud
4,74,topic-in-a-box
4,75,word
2,75,histogram
3,75,wordcloud
4,75,topic-in-a-box
4,76,word
4,76,histogram
4,76,wordcloud
3,76,topic-in-a-box
5,77,word
4,77,histogram
3,77,wordcloud
4,77,topic-in-a-box
5,78,word
4,78,histogram
3,78,wordcloud
5,78,topic-in-a-box
3,79,word
4,79,histogram
4,79,wordcloud
4,79,topic-in-a-box
4,80,word
4,80,histogram
5,80,wordcloud
3,80,topic-in-a-box
3,81,word
3,81,histogram
3,81,wordcloud
3,81,topic-in-a-box
4,82,word
4,82,histogram
5,82,wordcloud
4,82,topic-in-a-box
4,83,word
4,83,histogram
3,83,wordcloud
5,83,topic-in-a-box
4,84,word
3,84,histogram
5,84,wordcloud
4,84,topic-in-a-box
5,85,word
4,85,histogram
4,85,wordcloud
4,85,topic-in-a-box
4,86,word
1,86,histogram
3,86,wordcloud
1,86,topic-in-a-box
4,87,word
4,87,histogram
3,87,wordcloud
1,87,topic-in-a-box
2,88,word
4,88,histogram
2,88,wordcloud
4,88,topic-in-a-box
4,89,word
3,89,histogram
4,89,wordcloud
4,89,topic-in-a-box
3,90,word
3,90,histogram
3,90,wordcloud
4,90,topic-in-a-box
4,91,word
1,91,histogram
2,91,wordcloud
5,91,topic-in-a-box
5,92,word
3,92,histogram
2,92,wordcloud
2,92,topic-in-a-box
3,93,word
5,93,histogram
5,93,wordcloud
4,93,topic-in-a-box
5,94,word
4,94,histogram
4,94,wordcloud
2,94,topic-in-a-box
4,95,word
5,95,histogram
5,95,wordcloud
3,95,topic-in-a-box
4,96,word
5,96,histogram
3,96,wordcloud
4,96,topic-in-a-box
4,97,word
4,97,histogram
4,97,wordcloud
4,97,topic-in-a-box
4,98,word
3,98,histogram
4,98,wordcloud
2,98,topic-in-a-box
4,99,word
4,99,histogram
4,99,wordcloud
4,99,topic-in-a-box
4,100,word
4,100,histogram
2,100,wordcloud
4,100,topic-in-a-box
4,101,word
4,101,histogram
4,101,wordcloud
5,101,topic-in-a-box
2,102,word
4,102,histogram
4,102,wordcloud
4,102,topic-in-a-box
4,103,word
4,103,histogram
3,103,wordcloud
3,103,topic-in-a-box
4,104,word
2,104,histogram
3,104,wordcloud
1,104,topic-in-a-box
5,105,word
4,105,histogram
3,105,wordcloud
4,105,topic-in-a-box
4,106,word
4,106,histogram
3,106,wordcloud
5,106,topic-in-a-box
5,107,word
3,107,histogram
5,107,wordcloud
4,107,topic-in-a-box
4,108,word
2,108,histogram
4,108,wordcloud
2,108,topic-in-a-box
2,109,word
4,109,histogram
3,109,wordcloud
4,109,topic-in-a-box
4,110,word
3,110,histogram
3,110,wordcloud
3,110,topic-in-a-box
2,111,word
4,111,histogram
3,111,wordcloud
3,111,topic-in-a-box
3,112,word
4,112,histogram
4,112,wordcloud
4,112,topic-in-a-box
3,113,word
3,113,histogram
3,113,wordcloud
4,113,topic-in-a-box
3,114,word
4,114,histogram
4,114,wordcloud
5,114,topic-in-a-box
3,115,word
2,115,histogram
2,115,wordcloud
2,115,topic-in-a-box
3,116,word
4,116,histogram
2,116,wordcloud
4,116,topic-in-a-box
4,117,word
3,117,histogram
5,117,wordcloud
4,117,topic-in-a-box
5,118,word
4,118,histogram
3,118,wordcloud
3,118,topic-in-a-box
1,119,word
4,119,histogram
3,119,wordcloud
4,119,topic-in-a-box
3,120,word
3,120,histogram
4,120,wordcloud
4,120,topic-in-a-box
4,121,word
4,121,histogram
5,121,wordcloud
3,121,topic-in-a-box
4,122,word
4,122,histogram
4,122,wordcloud
4,122,topic-in-a-box
2,123,word
4,123,histogram
3,123,wordcloud
5,123,topic-in-a-box
4,124,word
4,124,histogram
1,124,wordcloud
4,124,topic-in-a-box
5,125,word
5,125,histogram
5,125,wordcloud
4,125,topic-in-a-box
4,126,word
2,126,histogram
4,126,wordcloud
4,126,topic-in-a-box
3,127,word
3,127,histogram
4,127,wordcloud
3,127,topic-in-a-box
4,128,word
4,128,histogram
5,128,wordcloud
4,128,topic-in-a-box
4,129,word
2,129,histogram
4,129,wordcloud
3,129,topic-in-a-box
2,130,word
4,130,histogram
3,130,wordcloud
3,130,topic-in-a-box
3,131,word
4,131,histogram
5,131,wordcloud
5,131,topic-in-a-box
5,132,word
4,132,histogram
4,132,wordcloud
3,132,topic-in-a-box
4,133,word
5,133,histogram
2,133,wordcloud
3,133,topic-in-a-box
4,134,word
5,134,histogram
3,134,wordcloud
3,134,topic-in-a-box
4,135,word
2,135,histogram
4,135,wordcloud
2,135,topic-in-a-box
3,136,word
5,136,histogram
4,136,wordcloud
4,136,topic-in-a-box
4,137,word
4,137,histogram
5,137,wordcloud
5,137,topic-in-a-box
5,138,word
4,138,histogram
4,138,wordcloud
4,138,topic-in-a-box
2,139,word
4,139,histogram
3,139,wordcloud
3,139,topic-in-a-box
4,140,word
4,140,histogram
4,140,wordcloud
3,140,topic-in-a-box
5,141,word
2,141,histogram
3,141,wordcloud
3,141,topic-in-a-box
4,142,word
5,142,histogram
4,142,wordcloud
4,142,topic-in-a-box
4,143,word
1,143,histogram
3,143,wordcloud
2,143,topic-in-a-box
5,144,word
3,144,histogram
4,144,wordcloud
3,144,topic-in-a-box
4,145,word
3,145,histogram
5,145,wordcloud
2,145,topic-in-a-box
3,146,word
5,146,histogram
4,146,wordcloud
3,146,topic-in-a-box
4,147,word
4,147,histogram
4,147,wordcloud
1,147,topic-in-a-box
2,148,word
4,148,histogram
3,148,wordcloud
2,148,topic-in-a-box
4,149,word
3,149,histogram
5,149,wordcloud
3,149,topic-in-a-box
4,150,word
3,150,histogram
4,150,wordcloud
1,150,topic-in-a-box
4,151,word
4,151,histogram
3,151,wordcloud
4,151,topic-in-a-box
4,152,word
3,152,histogram
4,152,wordcloud
4,152,topic-in-a-box
4,153,word
4,153,histogram
3,153,wordcloud
3,153,topic-in-a-box
4,154,word
3,154,histogram
1,154,wordcloud
4,154,topic-in-a-box
5,155,word
5,155,histogram
4,155,wordcloud
3,155,topic-in-a-box
2,156,word
3,156,histogram
4,156,wordcloud
2,156,topic-in-a-box
4,157,word
4,157,histogram
4,157,wordcloud
4,157,topic-in-a-box
4,158,word
5,158,histogram
4,158,wordcloud
3,158,topic-in-a-box
4,159,word
5,159,histogram
4,159,wordcloud
1,159,topic-in-a-box
2,160,word
4,160,histogram
5,160,wordcloud
5,160,topic-in-a-box
4,161,word
3,161,histogram
4,161,wordcloud
1,161,topic-in-a-box
3,162,word
3,162,histogram
3,162,wordcloud
3,162,topic-in-a-box
3,163,word
3,163,histogram
4,163,wordcloud
2,163,topic-in-a-box
4,164,word
5,164,histogram
4,164,wordcloud
4,164,topic-in-a-box
3,165,word
3,165,histogram
4,165,wordcloud
4,165,topic-in-a-box
4,166,word
3,166,histogram
5,166,wordcloud
3,166,topic-in-a-box
4,167,word
4,167,histogram
4,167,wordcloud
4,167,topic-in-a-box
2,168,word
4,168,histogram
4,168,wordcloud
3,168,topic-in-a-box
4,169,word
2,169,histogram
1,169,wordcloud
4,169,topic-in-a-box
4,170,word
4,170,histogram
2,170,wordcloud
4,170,topic-in-a-box
4,171,word
4,171,histogram
4,171,wordcloud
2,171,topic-in-a-box
5,172,word
4,172,histogram
5,172,wordcloud
4,172,topic-in-a-box
4,173,word
1,173,histogram
2,173,wordcloud
4,173,topic-in-a-box
4,174,word
2,174,histogram
4,174,wordcloud
5,174,topic-in-a-box
4,175,word
4,175,histogram
5,175,wordcloud
4,175,topic-in-a-box
2,176,word
4,176,histogram
4,176,wordcloud
2,176,topic-in-a-box
4,177,word
4,177,histogram
3,177,wordcloud
4,177,topic-in-a-box
3,178,word
3,178,histogram
3,178,wordcloud
1,178,topic-in-a-box
3,179,word
4,179,histogram
4,179,wordcloud
3,179,topic-in-a-box
4,180,word
4,180,histogram
2,180,wordcloud
3,180,topic-in-a-box
5,181,word
4,181,histogram
2,181,wordcloud
5,181,topic-in-a-box
4,182,word
4,182,histogram
2,182,wordcloud
4,182,topic-in-a-box
4,183,word
5,183,histogram
4,183,wordcloud
4,183,topic-in-a-box
4,184,word
4,184,histogram
3,184,wordcloud
2,184,topic-in-a-box
4,185,word
3,185,histogram
4,185,wordcloud
4,185,topic-in-a-box
3,186,word
5,186,histogram
4,186,wordcloud
4,186,topic-in-a-box
4,187,word
4,187,histogram
3,187,wordcloud
4,187,topic-in-a-box
4,188,word
5,188,histogram
5,188,wordcloud
4,188,topic-in-a-box
2,189,word
4,189,histogram
3,189,wordcloud
4,189,topic-in-a-box
3,190,word
3,190,histogram
4,190,wordcloud
3,190,topic-in-a-box
4,191,word
4,191,histogram
3,191,wordcloud
4,191,topic-in-a-box
4,192,word
3,192,histogram
4,192,wordcloud
4,192,topic-in-a-box
4,193,word
4,193,histogram
3,193,wordcloud
2,193,topic-in-a-box
4,194,word
3,194,histogram
4,194,wordcloud
5,194,topic-in-a-box
3,195,word
3,195,histogram
4,195,wordcloud
4,195,topic-in-a-box
4,196,word
4,196,histogram
2,196,wordcloud
4,196,topic-in-a-box
5,197,word
3,197,histogram
4,197,wordcloud
2,197,topic-in-a-box
4,198,word
4,198,histogram
4,198,wordcloud
2,198,topic-in-a-box
3,199,word
4,199,histogram
4,199,wordcloud
2,199,topic-in-a-box
4,200,word
5,200,histogram
4,200,wordcloud
4,200,topic-in-a-box
4,201,word
5,201,histogram
3,201,wordcloud
3,201,topic-in-a-box
3,202,word
4,202,histogram
5,202,wordcloud
2,202,topic-in-a-box
5,203,word
4,203,histogram
2,203,wordcloud
3,203,topic-in-a-box
4,204,word
3,204,histogram
5,204,wordcloud
4,204,topic-in-a-box
3,205,word
4,205,histogram
3,205,wordcloud
4,205,topic-in-a-box
4,206,word
3,206,histogram
2,206,wordcloud
3,206,topic-in-a-box
4,207,word
2,207,histogram
3,207,wordcloud
4,207,topic-in-a-box
3,208,word
4,208,histogram
3,208,wordcloud
4,208,topic-in-a-box
2,209,word
1,209,histogram
3,209,wordcloud
4,209,topic-in-a-box
5,210,word
4,210,histogram
3,210,wordcloud
4,210,topic-in-a-box
3,211,word
4,211,histogram
5,211,wordcloud
4,211,topic-in-a-box
4,212,word
1,212,histogram
5,212,wordcloud
4,212,topic-in-a-box
4,213,word
4,213,histogram
5,213,wordcloud
5,213,topic-in-a-box
4,214,word
4,214,histogram
3,214,wordcloud
1,214,topic-in-a-box
4,215,word
5,215,histogram
5,215,wordcloud
5,215,topic-in-a-box
4,216,word
4,216,histogram
5,216,wordcloud
4,216,topic-in-a-box
3,217,word
3,217,histogram
4,217,wordcloud
5,217,topic-in-a-box
3,218,word
3,218,histogram
2,218,wordcloud
3,218,topic-in-a-box
4,219,word
4,219,histogram
4,219,wordcloud
3,219,topic-in-a-box
3,220,word
5,220,histogram
1,220,wordcloud
4,220,topic-in-a-box
3,221,word
4,221,histogram
5,221,wordcloud
4,221,topic-in-a-box
3,222,word
3,222,histogram
4,222,wordcloud
5,222,topic-in-a-box
3,223,word
4,223,histogram
4,223,wordcloud
4,223,topic-in-a-box
4,224,word
4,224,histogram
1,224,wordcloud
1,224,topic-in-a-box
3,225,word
3,225,histogram
4,225,wordcloud
3,225,topic-in-a-box
4,226,word
4,226,histogram
3,226,wordcloud
3,226,topic-in-a-box
3,227,word
3,227,histogram
4,227,wordcloud
4,227,topic-in-a-box
5,228,word
2,228,histogram
3,228,wordcloud
4,228,topic-in-a-box
4,229,word
5,229,histogram
4,229,wordcloud
3,229,topic-in-a-box
4,230,word
3,230,histogram
2,230,wordcloud
2,230,topic-in-a-box
2,231,word
4,231,histogram
4,231,wordcloud
4,231,topic-in-a-box
3,232,word
1,232,histogram
4,232,wordcloud
4,232,topic-in-a-box
3,233,word
4,233,histogram
4,233,wordcloud
2,233,topic-in-a-box
5,234,word
4,234,histogram
4,234,wordcloud
4,234,topic-in-a-box
4,235,word
3,235,histogram
4,235,wordcloud
3,235,topic-in-a-box
3,236,word
1,236,histogram
3,236,wordcloud
5,236,topic-in-a-box
4,237,word
3,237,histogram
4,237,wordcloud
4,237,topic-in-a-box
3,238,word
4,238,histogram
4,238,wordcloud
2,238,topic-in-a-box
5,239,word
3,239,histogram
3,239,wordcloud
3,239,topic-in-a-box
4,240,word
4,240,histogram
4,240,wordcloud
4,240,topic-in-a-box
4,241,word
5,241,histogram
3,241,wordcloud
1,241,topic-in-a-box
4,242,word
3,242,histogram
2,242,wordcloud
3,242,topic-in-a-box
4,243,word
3,243,histogram
5,243,wordcloud
5,243,topic-in-a-box
5,244,word
4,244,histogram
4,244,wordcloud
3,244,topic-in-a-box
4,245,word
4,245,histogram
1,245,wordcloud
2,245,topic-in-a-box
5,246,word
3,246,histogram
3,246,wordcloud
4,246,topic-in-a-box
3,247,word
2,247,histogram
3,247,wordcloud
4,247,topic-in-a-box
5,248,word
3,248,histogram
2,248,wordcloud
4,248,topic-in-a-box
4,249,word
4,249,histogram
3,249,wordcloud
3,249,topic-in-a-box
4,250,word
3,250,histogram
5,250,wordcloud
4,250,topic-in-a-box
3,251,word
2,251,histogram
3,251,wordcloud
5,251,topic-in-a-box
3,252,word
5,252,histogram
4,252,wordcloud
2,252,topic-in-a-box
3,253,word
4,253,histogram
4,253,wordcloud
4,253,topic-in-a-box
4,254,word
4,254,histogram
4,254,wordcloud
5,254,topic-in-a-box
3,255,word
4,255,histogram
3,255,wordcloud
3,255,topic-in-a-box
2,256,word
4,256,histogram
4,256,wordcloud
4,256,topic-in-a-box
4,257,word
4,257,histogram
5,257,wordcloud
2,257,topic-in-a-box
3,258,word
3,258,histogram
4,258,wordcloud
4,258,topic-in-a-box
4,259,word
3,259,histogram
4,259,wordcloud
4,259,topic-in-a-box
4,260,word
3,260,histogram
3,260,wordcloud
4,260,topic-in-a-box
5,261,word
4,261,histogram
4,261,wordcloud
4,261,topic-in-a-box
5,262,word
3,262,histogram
2,262,wordcloud
1,262,topic-in-a-box
4,263,word
3,263,histogram
2,263,wordcloud
4,263,topic-in-a-box
